  Ref #,Carrier,Service Level,Tracking #,Status,Ship Date,Location,To ID,To Company,Discounted Cost,Published Cost,Marked Up Cost,Payment Type,Shipment Type,Delivery Status,Last Updated By,Last Updated Date,Comments
3452349,FedEx,FedEx 2 Day,794620415277,shipped,2023-03-20 15:32:50,NA Spare Parts,43700,AG PARTNERS COOP,520.99,520.99,578.67,sender,Unknown,pending,Piyovi Dev,2023-03-20 21:02:50,0
3452347,USF Holland,Standard,USF100002151,canceled,2023-03-20 15:25:04,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-21 21:51:53,0
3452380,FedEx Freight,FedEx Freight Economy,794620413609,shipped,2023-03-20 15:21:19,NA Spare Parts,AID449899541,Rogers Corp,3776.81,3776.81,4343.33,sender,Unknown,pending,Piyovi Dev,2023-03-20 20:51:19,0
3452347,ESTES,Standard,161-8049813,canceled,2023-03-20 14:46:40,NA Spare Parts,AID449899541,Rogers Corp,231.88,231.88,266.66,sender,Unknown,pending,Piyovi Dev,2023-03-20 20:17:26,0
3452360,USF Holland,Standard,USF100002140,canceled,2023-03-20 14:27:39,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-20 19:58:35,0
3452347,FedEx Freight,FedEx Freight Economy,794620399829,canceled,2023-03-20 14:24:32,NA Spare Parts,AID449899541,Rogers Corp,1952.2,1952.2,2245.03,sender,Unknown,pending,Piyovi Dev,2023-03-20 19:58:49,0
3452350,UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-20 14:23:53,NA Spare Parts,AID449899541,Rogers Corp,19.87,20.07,41.86,sender,Unknown,pending,Piyovi Dev,2023-03-20 19:59:10,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-20 14:23:41,NA Spare Parts,AID449899541,Rogers Corp,159.81,161.42,195.79,sender,Unknown,pending,Piyovi Dev,2023-03-20 19:59:10,0
"3452350,3452351",UPS,UPS Ground,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-20 14:23:23,NA Spare Parts,AID449899541,Rogers Corp,24.92,25.17,47.41,sender,Unknown,pending,Piyovi Dev,2023-03-20 19:59:10,0
Unknown,USF Holland,Standard,USF100002136,canceled,2023-03-20 14:10:47,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-20 19:59:10,0
test,FedEx,FedEx 2 Day,794620361354,canceled,2023-03-20 11:49:56,NA Spare Parts,Unknown,test,158.28,158.28,186.94,sender,Unknown,pending,Piyovi Dev,2023-03-20 19:59:10,0
test,FedEx,FedEx 2 Day,794620353665,canceled,2023-03-20 11:32:58,NA Spare Parts,43224,ELBA COOP CREAMERY,113.71,113.71,138.81,sender,Unknown,pending,Piyovi Dev,2023-03-20 19:59:10,0
Unknown,SAIA,Standard,Unknown,draft,2023-03-20 03:39:14,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-20 09:11:53,0
Unknown,SAIA,Guaranteed by 12 PM,Unknown,draft,2023-03-19 18:03:13,NA Spare Parts,51603,ALLEN FARMS,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-19 23:36:01,0
Unknown,SEFL,Standard,Unknown,draft,2023-03-19 17:18:47,NA Spare Parts,43700,AG PARTNERS COOP,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-19 22:56:10,0
test,Unknown,Unknown,Unknown,draft,2023-03-19 14:21:02,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-19 20:02:48,0
100106,FedEx,FedEx 2 Day,794620155320,shipped,2023-03-18 21:29:00,NA Spare Parts,51638,"ADAMS, DAVID A",206.28,206.28,238.78,sender,Unknown,pending,Piyovi Dev,2023-03-19 02:59:00,0
100105,FedEx,FedEx 2 Day,794620152207,shipped,2023-03-18 20:56:50,NA Spare Parts,51638,"ADAMS, DAVID A",206.28,206.28,238.78,sender,Unknown,pending,Piyovi Dev,2023-03-19 02:26:50,0
100104,FedEx,FedEx 2 Day,794620143967,shipped,2023-03-18 19:50:50,NA Spare Parts,51638,"ADAMS, DAVID A",206.28,206.28,238.78,sender,Unknown,pending,Piyovi Dev,2023-03-19 01:20:50,0
100103,FedEx,FedEx 2 Day,794620141791,shipped,2023-03-18 19:38:07,NA Spare Parts,51638,"ADAMS, DAVID A",206.28,206.28,238.78,sender,Unknown,pending,Piyovi Dev,2023-03-19 01:08:07,0
100102,FedEx,FedEx 2 Day,794620141644,shipped,2023-03-18 19:36:31,NA Spare Parts,51638,"ADAMS, DAVID A",103.14,103.14,127.39,sender,Unknown,pending,Piyovi Dev,2023-03-19 01:06:31,0
100101,FedEx,FedEx 2 Day,794620138236,shipped,2023-03-18 18:04:04,NA Spare Parts,51638,"ADAMS, DAVID A",103.14,103.14,127.39,sender,Unknown,pending,Piyovi Dev,2023-03-18 23:34:04,0
string,FedEx,FedEx 2 Day,794620138270,shipped,2023-03-18 18:02:25,NA Spare Parts,51638,"ADAMS, DAVID A",103.14,103.14,127.39,sender,Unknown,pending,Piyovi Dev,2023-03-18 23:32:25,0
string,FedEx,FedEx 2 Day,Unknown,draft,2023-03-16 18:30:00,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-18 22:24:11,0
string,FedEx,FedEx 2 Day,Unknown,draft,2023-03-16 18:30:00,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-18 22:23:22,0
string,FedEx,FedEx 2 Day,Unknown,draft,2023-03-16 18:30:00,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-18 22:22:12,0
string,FedEx,FedEx 2 Day,Unknown,draft,2023-03-16 18:30:00,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-18 22:06:37,0
3452360,FedEx,FedEx 2 Day,794619874608,canceled,2023-03-17 12:35:38,NA Spare Parts,AID449899541,Rogers Corp,78.85,78.85,101.16,sender,Unknown,pending,Piyovi Dev,2023-03-20 16:38:22,0
Unknown,USF Holland,Standard,USF100002114,shipped,2023-03-17 07:00:32,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-17 12:30:32,0
Unknown,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,shipped,2023-03-16 17:13:15,NA Spare Parts,Unknown,885 W Georgia St,320.01,323.24,372.01,sender,Unknown,pending,Piyovi Dev,2023-03-16 22:43:15,0
Unknown,RL,Standard,WN4122045,shipped,2023-03-16 17:04:27,NA Spare Parts,Unknown,885 W Georgia St,430.96,430.96,495.6,sender,Unknown,pending,Piyovi Dev,2023-03-16 22:34:27,0
Unknown,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,shipped,2023-03-16 17:00:50,NA Spare Parts,Unknown,885 W Georgia St,258.92,261.54,304.81,sender,Unknown,pending,Piyovi Dev,2023-03-16 22:30:50,0
Unknown,RL,Standard,WN4120443,shipped,2023-03-16 16:58:33,NA Spare Parts,Unknown,885 W Georgia St,430.96,430.96,495.6,sender,Unknown,pending,Piyovi Dev,2023-03-16 22:28:33,0
Unknown,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,shipped,2023-03-16 16:52:17,NA Spare Parts,Unknown,885 Meadowlands Dr,328.92,332.24,381.81,sender,Unknown,pending,Piyovi Dev,2023-03-16 22:22:17,0
Unknown,USF Holland,Standard,USF100002103,shipped,2023-03-16 05:25:00,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-16 10:55:00,0
Unknown,Generic Carrier,Standard,654345,shipped,2023-03-16 05:20:44,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-16 10:50:44,0
Unknown,USF Holland,Standard,USF100002092,shipped,2023-03-16 05:03:53,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-16 10:33:53,0
Unknown,USF Holland,Standard,USF100002081,shipped,2023-03-16 04:48:35,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-16 10:18:35,0
3452350,USF Holland,Standard,USF100002070,canceled,2023-03-15 18:00:28,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-20 18:12:20,0
3452360,USF Holland,Standard,USF100002066,canceled,2023-03-15 17:53:34,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-17 12:20:57,0
3452347,FedEx Freight,FedEx Freight Economy,794619304067,canceled,2023-03-15 17:50:36,NA Spare Parts,AID449899541,Rogers Corp,3186.67,3186.67,3664.67,sender,Unknown,pending,Piyovi Dev,2023-03-20 19:54:05,0
3452350,USF Holland,Standard,USF100002055,canceled,2023-03-15 16:27:38,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-15 21:57:46,0
3452348,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-15 14:27:44,NA Spare Parts,AID672847499,Deutsches Museum,472.41,477.18,539.65,sender,Unknown,pending,Piyovi Dev,2023-03-15 21:58:00,0
3452360,USF Holland,Standard,USF100002044,canceled,2023-03-15 14:24:54,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-15 21:57:09,0
3452347,FedEx Freight,FedEx Freight Economy,794619249059,canceled,2023-03-15 14:22:25,NA Spare Parts,AID449899541,Rogers Corp,1756.98,1756.98,2020.53,sender,Unknown,pending,Piyovi Dev,2023-03-15 21:56:54,0
3452351,FedEx,FedEx 2 Day,794619248372,canceled,2023-03-15 14:19:13,NA Spare Parts,AID752821231,Knightriders,189.12,189.12,220.25,sender,Unknown,pending,Piyovi Dev,2023-03-15 21:56:39,0
Unknown,Dohrn,Standard,20000116788621581,draft,2023-03-15 06:35:34,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-15 12:05:57,0
Unknown,USF Holland,Standard,USF100002022,canceled,2023-03-15 06:34:24,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-15 19:26:11,0
Unknown,USF Holland,Unknown,USF100002011,shipped,2023-03-15 06:15:58,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-15 11:45:58,0
Unknown,Generic Carrier,Standard,12345,shipped,2023-03-15 06:08:02,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-15 11:38:02,0
Unknown,Generic Carrier,Standard,23456789,shipped,2023-03-15 06:02:43,NA Spare Parts,43700,AG PARTNERS COOP,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-15 11:32:43,0
Unknown,Generic Carrier,Standard,Unknown,draft,2023-03-15 05:56:00,NA Spare Parts,Unknown,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-15 11:30:39,0
Unknown,Generic Carrier,Standard,Unknown,draft,2023-03-15 05:45:52,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-15 11:17:48,0
Unknown,Generic Carrier,Standard,Unknown,draft,2023-03-15 05:33:56,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-15 11:04:47,0
Unknown,UPS,UPS Worldwide Express,Unknown,draft,2023-03-14 18:14:20,NA Spare Parts,87441,WEST FLATS DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-14 23:51:01,0
1000,ESTES,Standard,161-8049707,canceled,2023-03-14 17:46:46,NA Spare Parts,78150,BACH FARMS LLC STEVEN/LINDA CATHY BACH,398.98,398.98,458.83,sender,Unknown,pending,Piyovi Dev,2023-03-14 23:41:37,0
Unknown,USF Holland,Standard,USF100002000,shipped,2023-03-14 17:15:03,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-14 22:45:03,0
Unknown,USF Holland,Standard,USF100001974,shipped,2023-03-14 16:37:24,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-14 22:07:24,0
3452350,USF Holland,Standard,USF100002033,canceled,2023-03-15 13:59:01,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-15 19:59:39,0
3452360,USF Holland,Standard,USF100001963,canceled,2023-03-14 16:30:24,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-15 19:28:21,0
3452347,FedEx Freight,FedEx Freight Economy,794619033960,canceled,2023-03-14 16:29:23,NA Spare Parts,AID449899541,Rogers Corp,2739.91,2739.91,3150.9,sender,Unknown,pending,Piyovi Dev,2023-03-15 19:27:54,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-14 16:25:37,NA Spare Parts,AID752821231,Knightriders,323.49,326.76,375.84,sender,Unknown,pending,Piyovi Dev,2023-03-15 19:27:39,0
Unknown,FedEx,Fedex Ground,Unknown,draft,2023-03-14 14:32:59,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-14 20:03:02,0
Unknown,ESTES,Guaranteed by 12 Noon,Unknown,draft,2023-03-14 05:29:23,NA Spare Parts,43503,AGRI FLEET INC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-14 10:59:38,0
Unknown,ESTES,Volume and Truckload Basic,Unknown,validated,2023-03-14 05:19:22,NA Spare Parts,43096,AG SPECIALISTS INC KIM ALVAREZ,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-14 10:56:56,0
3452345,ESTES,Guaranteed Exclusive Use,161-8049691,canceled,2023-03-14 04:59:55,NA Spare Parts,AID449899541,Rogers Corp,9515.0,9515.0,10942.25,sender,Unknown,pending,Piyovi Dev,2023-03-22 15:16:19,0
Unknown,USF Holland,Unknown,USF100001952,shipped,2023-03-14 03:16:38,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-14 08:46:38,0
3452348,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-13 22:26:09,NA Spare Parts,AID672847499,Deutsches Museum,472.41,477.18,539.65,sender,Unknown,pending,Piyovi Dev,2023-03-14 21:36:03,0
3452347,FedEx Freight,FedEx Freight Economy,794618855640,canceled,2023-03-13 22:20:51,NA Spare Parts,AID449899541,Rogers Corp,1756.98,1756.98,2020.53,sender,Unknown,pending,Piyovi Dev,2023-03-14 21:35:26,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-13 22:18:29,NA Spare Parts,AID449899541,Rogers Corp,160.84,162.46,196.92,sender,Unknown,pending,Piyovi Dev,2023-03-14 21:35:11,0
Unknown,USF Holland,Standard,USF100001930,shipped,2023-03-13 06:49:12,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-13 12:19:12,0
Unknown,USF Holland,Standard,USF100001926,shipped,2023-03-13 06:45:03,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-13 12:15:03,0
Unknown,USF Holland,Standard,USF100001915,shipped,2023-03-13 06:42:32,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-13 12:12:32,0
Unknown,USF Holland,Standard,USF100001904,shipped,2023-03-13 05:50:43,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-13 11:20:43,0
Unknown,FedEx,Fedex Ground,794618683184,shipped,2023-03-13 03:23:36,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,16.0,sender,Unknown,pending,Piyovi Dev,2023-03-13 08:53:36,0
Unknown,FedEx,Fedex Ground,794618682660,shipped,2023-03-13 03:13:47,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,16.0,sender,Unknown,pending,Piyovi Dev,2023-03-13 08:43:47,0
Unknown,USF Holland,Standard,USF100001893,shipped,2023-03-12 17:51:09,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-12 23:21:09,0
Unknown,USF Holland,Standard,USF100001882,canceled,2023-03-12 16:44:21,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-12 23:18:08,0
Unknown,USF Holland,Standard,USF100001871,shipped,2023-03-12 16:37:26,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-12 22:07:26,0
Unknown,USF Holland,Standard,USF100001860,shipped,2023-03-12 16:14:36,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-12 21:44:36,0
Unknown,USF Holland,Standard,USF100001856,shipped,2023-03-12 16:11:47,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-12 21:41:47,0
Unknown,USF Holland,Standard,USF100001845,canceled,2023-03-12 13:58:57,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-12 19:31:44,0
Unknown,USF Holland,Standard,USF100001834,shipped,2023-03-12 03:50:54,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-12 09:20:54,0
Test,USF Holland,Unknown,USF100001823,draft,2023-03-10 18:11:07,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 23:41:33,0
3452346,UPS,UPS Worldwide Express,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-20 14:25:59,NA Spare Parts,AID672847499,Deutsches Museum,770.49,778.27,867.54,sender,Unknown,pending,Piyovi Dev,2023-03-20 19:58:42,0
3452346,FedEx,FedEx International Economy,Unknown,draft,2023-03-10 17:03:32,NA Spare Parts,AID672847499,Deutsches Museum,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 22:34:52,0
Unknown,USF Holland,Unknown,USF100001812,shipped,2023-03-10 14:05:47,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 19:35:47,0
Unknown,USF Holland,Standard,USF100001801,shipped,2023-03-10 13:47:33,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 19:17:33,0
Unknown,Nippon Express,Unknown,20000116784511435,shipped,2023-03-10 12:25:46,CN Manufacturing Unit,43096,AG SPECIALISTS INC KIM ALVAREZ,0.0,0.0,0.0,sender,Unknown,pending,ashok kumar,2023-03-10 17:55:46,0
Unknown,FedEx,Fedex Ground,Unknown,draft,2023-03-10 12:23:40,CN Manufacturing Unit,43096,AG SPECIALISTS INC KIM ALVAREZ,0.0,0.0,0.0,sender,Unknown,pending,ashok kumar,2023-03-10 17:54:21,0
Unknown,USF Holland,Standard,USF243323420035,shipped,2023-03-10 04:47:15,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 10:17:15,0
Unknown,USF Holland,Standard,USF243323420028,shipped,2023-03-10 04:38:45,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 10:08:45,0
Unknown,FedEx,Fedex Ground,Unknown,draft,2023-03-09 17:29:23,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 10:05:19,0
Unknown,FedEx,Fedex Ground,Unknown,draft,2023-03-09 17:29:23,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 09:59:06,0
Unknown,USF Holland,Standard,USF243323420021,shipped,2023-03-10 04:28:45,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 09:58:45,0
Unknown,FedEx,Fedex Ground,Unknown,draft,2023-03-09 17:29:23,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 09:58:10,0
Unknown,FedEx,Fedex Ground,Unknown,draft,2023-03-09 17:29:23,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 09:57:06,0
Unknown,FedEx,Fedex Ground,Unknown,draft,2023-03-09 17:29:23,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 09:55:26,0
Unknown,USF Holland,Standard,USF243323420014,shipped,2023-03-10 04:17:51,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 09:47:51,0
3452345,FedEx,Fedex Ground,794618227698,canceled,2023-03-10 04:08:55,NA Spare Parts,AID449899541,Rogers Corp,20.34,20.34,37.97,sender,Unknown,pending,Piyovi Dev,2023-03-10 09:40:29,0
Unknown,Nippon Express,Unknown,200001167842049842,shipped,2023-03-10 03:55:00,NA Spare Parts,43503,AGRI FLEET INC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 09:25:00,0
3452345,Nippon Express,Unknown,200001167842044242,canceled,2023-03-10 03:54:05,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 09:38:25,0
3452345,Nippon Express,Unknown,200001167842042628,draft,2023-03-10 03:53:15,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 09:23:46,0
3452360,USF Holland,Standard,USF100001941,canceled,2023-03-13 22:23:39,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-14 21:35:42,0
3452360,USF Holland,Standard,USF24332342007,canceled,2023-03-09 19:00:27,NA Spare Parts,AID449899541,Rogers Corp,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-10 00:30:55,0
3452350,FedEx,FedEx 2 Day,794618136439,canceled,2023-03-09 19:08:36,NA Spare Parts,AID449899541,Rogers Corp,174.52,174.52,204.48,sender,Unknown,pending,Piyovi Dev,2023-03-10 00:39:56,0
3452351,UPS,UPS Next Day Air Saver,1ZXXXXXXXXXXXXXXXX,canceled,2023-03-13 21:37:41,NA Spare Parts,AID449899541,Rogers Corp,160.84,162.46,196.92,sender,Unknown,pending,Piyovi Dev,2023-03-14 03:07:49,0
3452347,FedEx Freight,FedEx Freight Economy,794618850442,canceled,2023-03-13 21:39:36,NA Spare Parts,AID449899541,Rogers Corp,1952.2,1952.2,2245.03,sender,Unknown,pending,Piyovi Dev,2023-03-14 03:09:51,0
Unknown,FedEx,Fedex Ground,Unknown,draft,2023-03-09 17:29:23,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-09 23:23:38,0
Test123,FedEx,Fedex Ground,794678751772,shipped,2025-01-21 13:09:35,NA Spare Parts,51638,"ADAMS, DAVID A",47.19,47.19,56.63,sender,Outbound,shipped,Bhavana Musuluri,2025-01-21 13:13:16,0
Unknown,FedEx,Fedex Ground,Unknown,draft,2023-03-09 17:29:23,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-09 23:18:32,0
Unknown,FedEx,Fedex Ground,Unknown,draft,2023-03-09 17:29:23,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-09 23:13:03,0
Unknown,FedEx,Fedex Ground,Unknown,draft,2023-03-09 17:29:23,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-09 23:11:05,0
Unknown,FedEx,Fedex Ground,Unknown,draft,2023-03-09 17:29:23,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-09 23:07:49,0
Unknown,FedEx,Fedex Ground,Unknown,draft,2023-03-09 17:29:23,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-09 23:06:11,0
Unknown,FedEx,Fedex Ground,Unknown,draft,2023-03-09 17:29:23,NA Spare Parts,51638,"ADAMS, DAVID A",0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-09 23:00:22,0
Unknown,FedEx,Fedex Ground,Unknown,draft,2023-03-09 17:00:56,NA Spare Parts,22351,3 D DAIRY LLC,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-09 22:32:31,0
23442,FedEx,Fedex Ground,794678698344,shipped,2025-01-20 23:17:34,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,22.83,22.83,27.4,sender,Outbound,shipped,Bhavana Musuluri,2025-01-20 23:18:55,0
test,FedEx,FedEx 2 Day,794618033676,shipped,2023-03-09 11:07:44,NA Spare Parts,22351,3 D DAIRY LLC,60.75,60.75,81.61,sender,Unknown,pending,Piyovi Dev,2023-03-09 16:37:44,0
Test,FedEx,FedEx 2 Day,794618014762,canceled,2023-03-09 09:12:25,NA Spare Parts,26113,ACHEN JACOB WARREN DAIRY,60.75,60.75,81.61,sender,Unknown,pending,Piyovi Dev,2023-03-09 14:44:01,0
Unknown,Test Carrier,Standard,345430182,shipped,2023-03-08 20:00:40,Armor Animal Health - WI,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-09 01:30:40,0
Unknown,Test Carrier,Standard,Unknown,draft,2023-03-08 19:03:45,Armor Animal Health - WI,26113,ACHEN JACOB WARREN DAIRY,0.0,0.0,0.0,sender,Unknown,pending,Piyovi Dev,2023-03-09 01:21:39,0
